playerid,year,playername,team,age,pos,g,gs,tgt,rec,catchpercent,yds,yardsperrec,tds,firstdowns,longgain,yardspertarget,recpergame,yardspergame,fumbles
BBrinCu00,2011,Curtis Brinkley,SDG,26,,10,1,9.0,7,77.8%,41,5.9,0,1,20,4.6,0.7,4.1,0.0
BBrisDe00,2012,Dezmon Briscoe,WAS,23,,7,0,5.0,2,40.0%,22,11.0,0,1,14,4.4,0.3,3.1,0.0
BBrisDe00,2011,Dezmon Briscoe,TAM,22,,16,2,51.0,35,68.6%,387,11.1,6,20,46,7.6,2.2,24.2,0.0
BBrisDe00,2010,Dezmon Briscoe,TAM,21,,2,0,7.0,6,85.7%,93,15.5,1,4,54,13.3,3.0,46.5,0.0
BBrisVi00,2000,Vincent Brisby,NYJ,29,,3,1,10.0,4,40.0%,60,15.0,0,3,19,6.0,1.3,20.0,0.0
BBrisVi00,1999,Vincent Brisby,NWE,28,,12,1,34.0,18,52.9%,266,14.8,0,13,40,7.8,1.5,22.2,0.0
BBrisVi00,1998,Vincent Brisby,NWE,27,,6,1,21.0,7,33.3%,96,13.7,2,6,27,4.6,1.2,16.0,0.0
BBritKe00,2017,Kenny Britt,2TM,29,,12,4,43.0,20,46.5%,256,12.8,2,0,38,6.0,1.7,21.3,0.0
BBritKe00,2016,Kenny Britt,LAR,28,WR,15,15,111.0,68,61.3%,1002,14.7,5,47,66,9.0,4.5,66.8,2.0
BBritKe00,2015,Kenny Britt,STL,27,WR,16,14,72.0,36,50.0%,681,18.9,3,29,60,9.5,2.3,42.6,0.0
BBritKe00,2014,Kenny Britt,STL,26,WR,16,13,84.0,48,57.1%,748,15.6,3,33,63,8.9,3.0,46.8,0.0
BBritKe00,2013,Kenny Britt,TEN,25,,12,3,35.0,11,31.4%,96,8.7,0,5,15,2.7,0.9,8.0,0.0
BBritKe00,2012,Kenny Britt,TEN,24,WR,14,11,90.0,45,50.0%,589,13.1,4,25,46,6.5,3.2,42.1,2.0
BBritKe00,2011,Kenny Britt,TEN,23,,3,3,26.0,17,65.4%,289,17.0,3,14,80,11.1,5.7,96.3,1.0
BBritKe00,2010,Kenny Britt,TEN,22,WR,12,7,73.0,42,57.5%,775,18.5,9,33,80,10.6,3.5,64.6,1.0
BBritKe00,2009,Kenny Britt,TEN,21,wr,16,6,75.0,42,56.0%,701,16.7,3,34,57,9.3,2.6,43.8,1.0
BBrocFr00,1998,Fred Brock ,ARI,24,,12,0,7.0,2,28.6%,12,6.0,0,1,7,1.7,0.2,1.0,0.0
BBrocKe00,2014,Kevin Brock ,CIN,28,,14,2,6.0,5,83.3%,21,4.2,0,2,10,3.5,0.4,1.5,0.0
BBrocKe00,2013,Kevin Brock ,2TM,27,,8,0,6.0,3,50.0%,36,12.0,0,0,25,6.0,0.4,4.5,0.0
BBrocKe00,2011,Kevin Brock ,BUF,25,,2,0,2.0,2,100.0%,27,13.5,0,2,21,13.5,1.0,13.5,0.0
BBrocRi00,2013,Richie Brockel ,CAR,27,,16,0,1.0,1,100.0%,12,12.0,0,1,12,12.0,0.1,0.8,1.0
BBrocRi00,2011,Richie Brockel ,CAR,25,,11,2,3.0,3,100.0%,13,4.3,0,1,5,4.3,0.3,1.2,0.0
BBronJo00,2006,John Bronson,ARI,24,,2,0,1.0,1,100.0%,25,25.0,0,1,25,25.0,0.5,12.5,0.0
BBrooAa00,2004,Aaron Brooks,NOR,28,QB,16,16,1.0,1,100.0%,1,1.0,0,0,1,1.0,0.1,0.1,13.0
BBrooJa01,2001,Jason Brookins,BAL,25,rb,12,3,9.0,6,66.7%,45,7.5,0,2,15,5.0,0.5,3.8,3.0
BBrooMa00,2000,Macey Brooks,CHI,25,,16,3,50.0,26,52.0%,216,8.3,0,8,27,4.3,1.6,13.5,0.0
BBrooMa00,1999,Macey Brooks,CHI,24,,9,2,27.0,14,51.9%,160,11.4,0,10,30,5.9,1.6,17.8,0.0
BBrooRo00,2000,Robert Brooks ,DEN,30,,4,0,4.0,3,75.0%,51,17.0,0,3,25,12.8,0.8,12.8,0.0
BBrooRo00,1998,Robert Brooks ,GNB,28,WR,12,12,62.0,31,50.0%,420,13.5,3,26,30,6.8,2.6,35.0,0.0
BBrouJo00,2007,John Broussard,JAX,24,,8,0,12.0,4,33.3%,126,31.5,1,3,56,10.5,0.5,15.8,0.0
BBrouLu00,2001,Luther Broughton,CAR,27,,15,0,4.0,2,50.0%,22,11.0,0,1,13,5.5,0.1,1.5,0.0
BBrouLu00,2000,Luther Broughton,PHI,26,,15,1,18.0,12,66.7%,104,8.7,0,8,21,5.8,0.8,6.9,1.0
BBrouLu00,1999,Luther Broughton,PHI,25,,16,3,46.0,26,56.5%,295,11.3,4,18,33,6.4,1.6,18.4,0.0
BBrouLu00,1998,Luther Broughton,CAR,24,,16,4,14.0,6,42.9%,142,23.7,1,5,68,10.1,0.4,8.9,1.0
BBrouSt00,1998,Steve Broussard,SEA,31,,15,0,7.0,4,57.1%,21,5.3,0,1,16,3.0,0.3,1.4,1.0
BBrowAJ00,2020,A.J. Brown,TEN,23,,9,7,65.0,40,61.5%,638,16.0,8,30,73,9.8,4.4,70.9,0.0
BBrowAJ00,2019,A.J. Brown,TEN,22,WR,16,11,84.0,52,61.9%,1051,20.2,8,39,91,12.5,3.3,65.7,1.0
BBrowAa00,2011,Aaron Brown,DET,26,,1,0,1.0,1,100.0%,9,9.0,0,0,9,9.0,1.0,9.0,0.0
BBrowAa00,2010,Aaron Brown,DET,25,,6,0,13.0,8,61.5%,45,5.6,0,2,10,3.5,1.3,7.5,0.0
BBrowAa00,2009,Aaron Brown,DET,24,,15,2,15.0,9,60.0%,84,9.3,1,5,26,5.6,0.6,5.6,0.0
BBrowAn03,2013,Andre Brown,NYG,27,RB,8,8,29.0,20,69.0%,103,5.2,0,3,14,3.6,2.5,12.9,3.0
BBrowAn03,2012,Andre Brown,NYG,26,,10,2,17.0,12,70.6%,86,7.2,0,2,17,5.1,1.2,8.6,0.0
BBrowAn04,2020,Antonio Brown ,TAM,32,,4,1,29.0,20,69.0%,168,8.4,0,11,25,5.8,5.0,42.0,0.0
BBrowAn04,2019,Antonio Brown ,NWE,31,,1,0,8.0,4,50.0%,56,14.0,1,3,20,7.0,4.0,56.0,0.0
BBrowAn04,2018,Antonio Brown ,PIT,30,WR,15,15,168.0,104,61.9%,1297,12.5,15,63,78,7.7,6.9,86.5,0.0
BBrowAn04,2017,Antonio Brown ,PIT,29,WR,14,14,163.0,101,62.0%,1533,15.2,9,69,57,9.4,7.2,109.5,4.0
BBrowAn04,2016,Antonio Brown ,PIT,28,WR,15,15,154.0,106,68.8%,1284,12.1,12,64,51,8.3,7.1,85.6,0.0
BBrowAn04,2015,Antonio Brown ,PIT,27,WR,16,16,193.0,136,70.5%,1834,13.5,10,84,59,9.5,8.5,114.6,3.0
BBrowAn04,2014,Antonio Brown ,PIT,26,WR,16,16,181.0,129,71.3%,1698,13.2,13,87,63,9.4,8.1,106.1,2.0
BBrowAn04,2013,Antonio Brown ,PIT,25,WR,16,14,167.0,110,65.9%,1499,13.6,8,70,56,9.0,6.9,93.7,1.0
BBrowAn04,2012,Antonio Brown ,PIT,24,WR,13,10,106.0,66,62.3%,787,11.9,5,43,60,7.4,5.1,60.5,4.0
BBrowAn04,2011,Antonio Brown ,PIT,23,wr,16,3,124.0,69,55.6%,1108,16.1,2,57,79,8.9,4.3,69.3,0.0
BBrowAn04,2010,Antonio Brown ,PIT,22,,9,0,19.0,16,84.2%,167,10.4,0,11,26,8.8,1.8,18.6,1.0
BBrowBo00,2000,Bobby Brown,CLE,23,,6,0,7.0,2,28.6%,14,7.0,0,1,8,2.0,0.3,2.3,0.0
BBrowBr02,2014,Bryce Brown,BUF,23,,7,2,25.0,16,64.0%,176,11.0,0,8,40,7.0,2.3,25.1,1.0
BBrowBr02,2013,Bryce Brown,PHI,22,,16,1,13.0,8,61.5%,84,10.5,0,2,35,6.5,0.5,5.3,0.0
BBrowBr02,2012,Bryce Brown,PHI,21,,16,4,19.0,13,68.4%,56,4.3,0,3,11,2.9,0.8,3.5,4.0
BBrowCh03,2009,Chris Brown,HOU,28,,14,4,21.0,16,76.2%,74,4.6,0,1,12,3.5,1.1,5.3,1.0
BBrowCh03,2007,Chris Brown,TEN,26,,12,1,21.0,19,90.5%,128,6.7,0,8,16,6.1,1.6,10.7,1.0
BBrowCh03,2006,Chris Brown,TEN,25,,5,3,9.0,2,22.2%,4,2.0,0,0,4,0.4,0.4,0.8,1.0
BBrowCh03,2005,Chris Brown,TEN,24,RB,15,14,37.0,25,67.6%,327,13.1,2,13,57,8.8,1.7,21.8,4.0
BBrowCh03,2004,Chris Brown,TEN,23,RB,11,11,33.0,20,60.6%,147,7.4,0,6,21,4.5,1.8,13.4,6.0
BBrowCh03,2003,Chris Brown,TEN,22,,11,0,9.0,8,88.9%,61,7.6,0,5,11,6.8,0.7,5.5,1.0
BBrowDa04,2019,Daniel Brown,NYJ,27,wr,16,5,11.0,7,63.6%,72,10.3,1,4,24,6.5,0.4,4.5,0.0
BBrowDa04,2017,Daniel Brown,CHI,25,,14,2,20.0,13,65.0%,129,9.9,0,9,17,6.5,0.9,9.2,0.0
BBrowDa04,2016,Daniel Brown,2TM,24,,8,3,20.0,16,80.0%,124,7.8,1,0,12,6.2,2.0,15.5,0.0
BBrowDa04,2015,Daniel Brown,BAL,23,,6,1,11.0,6,54.5%,64,10.7,0,4,31,5.8,1.0,10.7,0.0
BBrowDe00,1998,Derek Brown,OAK,28,,16,4,8.0,7,87.5%,89,12.7,0,5,27,11.1,0.4,5.6,0.0
BBrowDe02,2006,Dee Brown,KAN,28,,15,0,1.0,1,100.0%,5,5.0,0,0,5,5.0,0.1,0.3,1.0
BBrowDe02,2005,Dee Brown,KAN,27,,8,0,3.0,3,100.0%,23,7.7,1,2,9,7.7,0.4,2.9,0.0
BBrowDe02,2002,Dee Brown,CAR,24,,14,3,33.0,17,51.5%,86,5.1,1,6,15,2.6,1.2,6.1,4.0
BBrowDo00,2015,Donald Brown,SDG,28,,10,2,13.0,8,61.5%,88,11.0,0,2,31,6.8,0.8,8.8,1.0
BBrowDo00,2014,Donald Brown,SDG,27,,13,3,41.0,29,70.7%,211,7.3,0,7,24,5.1,2.2,16.2,1.0
BBrowDo00,2013,Donald Brown,IND,26,rb,16,5,35.0,27,77.1%,214,7.9,2,10,33,6.1,1.7,13.4,1.0
BBrowDo00,2012,Donald Brown,IND,25,,10,4,13.0,9,69.2%,93,10.3,0,2,39,7.2,0.9,9.3,0.0
BBrowDo00,2011,Donald Brown,IND,24,,16,2,19.0,16,84.2%,86,5.4,0,3,17,4.5,1.0,5.4,0.0
BBrowDo00,2010,Donald Brown,IND,23,RB,13,8,28.0,20,71.4%,205,10.3,0,9,25,7.3,1.5,15.8,0.0
BBrowDo00,2009,Donald Brown,IND,22,,11,1,14.0,11,78.6%,169,15.4,0,7,72,12.1,1.0,15.4,1.0
BBrowFr01,2019,Fred Brown,DEN,26,,13,1,3.0,2,66.7%,21,10.5,0,1,16,7.0,0.2,1.6,1.0
BBrowGa00,1999,Gary Brown,NYG,30,,3,2,2.0,2,100.0%,2,1.0,0,0,1,1.0,0.7,0.7,1.0
BBrowGa00,1998,Gary Brown,NYG,29,RB,16,11,26.0,13,50.0%,36,2.8,0,1,12,1.4,0.8,2.3,1.0
BBrowJa03,2019,Jaron Brown,SEA,29,WR/wr,14,4,28.0,16,57.1%,220,13.8,2,10,48,7.9,1.1,15.7,1.0
BBrowJa03,2018,Jaron Brown,SEA,28,,16,2,19.0,14,73.7%,166,11.9,5,9,45,8.7,0.9,10.4,0.0
BBrowJa03,2017,Jaron Brown,ARI,27,WR,16,8,69.0,31,44.9%,477,15.4,4,23,52,6.9,1.9,29.8,0.0
BBrowJa03,2016,Jaron Brown,ARI,26,,7,2,22.0,11,50.0%,187,17.0,1,6,51,8.5,1.6,26.7,0.0
BBrowJa03,2015,Jaron Brown,ARI,25,,16,0,23.0,11,47.8%,144,13.1,1,8,39,6.3,0.7,9.0,0.0
BBrowJa03,2014,Jaron Brown,ARI,24,,16,2,32.0,22,68.8%,229,10.4,2,14,26,7.2,1.4,14.3,1.0
BBrowJa03,2013,Jaron Brown,ARI,23,,16,0,17.0,11,64.7%,140,12.7,1,6,32,8.2,0.7,8.8,0.0
BBrowJo02,2020,John Brown,BUF,30,,8,7,48.0,29,60.4%,386,13.3,2,19,46,8.0,3.6,48.3,0.0
BBrowJo02,2019,John Brown,BUF,29,WR,15,15,115.0,72,62.6%,1060,14.7,6,53,53,9.2,4.8,70.7,0.0
BBrowJo02,2018,John Brown,BAL,28,WR,16,15,97.0,42,43.3%,715,17.0,5,28,71,7.4,2.6,44.7,0.0
BBrowJo02,2017,John Brown,ARI,27,wr,10,5,55.0,21,38.2%,299,14.2,3,15,52,5.4,2.1,29.9,0.0
BBrowJo02,2016,John Brown,ARI,26,WR,15,6,73.0,39,53.4%,517,13.3,2,28,30,7.1,2.6,34.5,1.0
BBrowJo02,2015,John Brown,ARI,25,WR,15,11,101.0,65,64.4%,1003,15.4,7,49,68,9.9,4.3,66.9,1.0
BBrowJo02,2014,John Brown,ARI,24,wr,16,5,102.0,48,47.1%,696,14.5,5,31,75,6.8,3.0,43.5,0.0
BBrowJu00,2014,Justin Brown,PIT,23,,8,1,21.0,12,57.1%,94,7.8,0,4,18,4.5,1.5,11.8,1.0
BBrowLe20,2008,Levi Brown,ARI,24,RT,16,16,1.0,1,100.0%,4,4.0,0,0,4,4.0,0.1,0.3,0.0
BBrowMa00,2015,Marlon Brown,BAL,24,,10,2,30.0,14,46.7%,112,8.0,0,4,22,3.7,1.4,11.2,0.0
BBrowMa00,2014,Marlon Brown,BAL,23,,14,1,31.0,24,77.4%,255,10.6,0,16,22,8.2,1.7,18.2,0.0
BBrowMa00,2013,Marlon Brown,BAL,22,WR,14,12,82.0,49,59.8%,524,10.7,7,30,59,6.4,3.5,37.4,0.0
BBrowMa03,2020,Malcolm Brown ,LAR,27,,11,0,27.0,19,70.4%,120,6.3,0,8,18,4.4,1.7,10.9,1.0
BBrowMa03,2019,Malcolm Brown ,LAR,26,,14,1,6.0,2,33.3%,16,8.0,0,0,10,2.7,0.1,1.1,0.0
BBrowMa03,2018,Malcolm Brown ,LAR,25,,12,0,7.0,5,71.4%,52,10.4,1,2,18,7.4,0.4,4.3,0.0
BBrowMa03,2017,Malcolm Brown ,LAR,24,,11,1,11.0,9,81.8%,53,5.9,0,3,16,4.8,0.8,4.8,1.0
BBrowMa03,2016,Malcolm Brown ,LAR,23,,16,0,3.0,3,100.0%,46,15.3,0,2,26,15.3,0.2,2.9,1.0
BBrowMa04,2020,Marquise Brown ,BAL,23,,10,9,59.0,32,54.2%,431,13.5,2,22,47,7.3,3.2,43.1,0.0
BBrowMa04,2019,Marquise Brown ,BAL,22,wr,14,11,71.0,46,64.8%,584,12.7,7,24,83,8.2,3.3,41.7,0.0
BBrowMi00,2014,Mike Brown,JAX,25,,5,1,15.0,7,46.7%,88,12.6,0,5,17,5.9,1.4,17.6,1.0
BBrowMi00,2013,Mike Brown,JAX,24,WR,11,6,56.0,32,57.1%,446,13.9,2,20,43,8.0,2.9,40.5,2.0
BBrowNa00,2001,Na Brown,PHI,24,,16,2,17.0,7,41.2%,95,13.6,0,6,18,5.6,0.4,5.9,0.0
BBrowNa00,2000,Na Brown,PHI,23,,14,2,19.0,9,47.4%,80,8.9,1,6,18,4.2,0.6,5.7,0.0
BBrowNa00,1999,Na Brown,PHI,22,wr,12,5,36.0,18,50.0%,188,10.4,1,9,27,5.2,1.5,15.7,0.0
BBrowNo00,2020,Noah Brown,DAL,24,,11,1,13.0,10,76.9%,101,10.1,0,2,20,7.8,0.9,9.2,0.0
BBrowNo00,2018,Noah Brown,DAL,22,,8,2,8.0,5,62.5%,54,10.8,0,3,22,6.8,0.6,6.8,0.0
BBrowNo00,2017,Noah Brown,DAL,21,,13,1,9.0,4,44.4%,33,8.3,0,3,14,3.7,0.3,2.5,0.0
BBrowPh00,2016,Corey Brown,CAR,25,wr,16,8,53.0,27,50.9%,276,10.2,1,16,27,5.2,1.7,17.3,1.0
BBrowPh00,2015,Corey Brown,CAR,24,WR,14,11,54.0,31,57.4%,447,14.4,4,24,39,8.3,2.2,31.9,0.0
BBrowPh00,2014,Corey Brown,CAR,23,,13,3,36.0,21,58.3%,296,14.1,2,12,47,8.2,1.6,22.8,3.0
BBrowPh01,2020,Pharaoh Brown,HOU,26,,9,6,9.0,7,77.8%,75,10.7,1,3,22,8.3,0.8,8.3,0.0
BBrowPh01,2019,Pharaoh Brown,CLE,25,TE,9,6,3.0,2,66.7%,27,13.5,0,1,18,9.0,0.2,3.0,0.0
BBrowRe00,2000,Reggie Brown,SEA,27,,12,1,4.0,2,50.0%,9,4.5,0,1,6,2.3,0.2,0.8,0.0
BBrowRe00,1999,Reggie Brown,SEA,26,FB,16,8,47.0,34,72.3%,228,6.7,1,11,26,4.9,2.1,14.3,1.0
BBrowRe01,2009,Reggie Brown,PHI,28,,14,2,24.0,9,37.5%,155,17.2,0,7,43,6.5,0.6,11.1,0.0
BBrowRe01,2008,Reggie Brown,PHI,27,,10,3,35.0,18,51.4%,252,14.0,1,11,40,7.2,1.8,25.2,0.0
BBrowRe01,2007,Reggie Brown,PHI,26,WR,16,14,111.0,61,55.0%,780,12.8,4,38,45,7.0,3.8,48.8,1.0
BBrowRe01,2006,Reggie Brown,PHI,25,WR,16,15,88.0,46,52.3%,816,17.7,8,34,60,9.3,2.9,51.0,0.0
BBrowRe01,2005,Reggie Brown,PHI,24,WR,16,11,79.0,43,54.4%,571,13.3,4,24,56,7.2,2.7,35.7,1.0
BBrowRo05,2014,Ronnie Brown,2TM,33,,10,0,8.0,5,62.5%,44,8.8,0,0,24,5.5,0.5,4.4,0.0
BBrowRo05,2013,Ronnie Brown,SDG,32,,16,0,8.0,8,100.0%,60,7.5,0,3,15,7.5,0.5,3.8,0.0
BBrowRo05,2012,Ronnie Brown,SDG,31,,14,1,59.0,49,83.1%,371,7.6,0,16,25,6.3,3.5,26.5,0.0
BBrowRo05,2010,Ronnie Brown,MIA,29,RB,16,16,43.0,33,76.7%,242,7.3,0,13,24,5.6,2.1,15.1,3.0
BBrowRo05,2009,Ronnie Brown,MIA,28,RB,9,9,20.0,14,70.0%,98,7.0,0,5,27,4.9,1.6,10.9,1.0
BBrowRo05,2008,Ronnie Brown,MIA,27,RB,16,13,43.0,33,76.7%,254,7.7,0,12,39,5.9,2.1,15.9,1.0
BBrowRo05,2007,Ronnie Brown,MIA,26,RB,7,7,46.0,39,84.8%,389,10.0,1,17,43,8.5,5.6,55.6,0.0
BBrowRo05,2006,Ronnie Brown,MIA,25,RB,13,12,38.0,33,86.8%,276,8.4,0,12,24,7.3,2.5,21.2,4.0
BBrowRo05,2005,Ronnie Brown,MIA,24,RB,15,14,47.0,32,68.1%,232,7.3,1,12,38,4.9,2.1,15.5,4.0
BBrowRu00,2002,Ruben Brown,BUF,30,LG,16,16,1.0,1,100.0%,-6,-6.0,0,0,-6,-6.0,0.1,-0.4,0.0
BBrowTi00,2004,Tim Brown,TAM,38,,15,4,31.0,24,77.4%,200,8.3,1,8,21,6.5,1.6,13.3,2.0
BBrowTi00,2003,Tim Brown,OAK,37,WR,16,15,94.0,52,55.3%,567,10.9,2,27,36,6.0,3.3,35.4,0.0
BBrowTi00,2002,Tim Brown,OAK,36,WR,16,16,127.0,81,63.8%,930,11.5,2,46,45,7.3,5.1,58.1,3.0
BBrowTi00,2001,Tim Brown,OAK,35,WR,16,16,140.0,91,65.0%,1165,12.8,9,61,46,8.3,5.7,72.8,1.0
BBrowTi00,2000,Tim Brown,OAK,34,WR,16,16,133.0,76,57.1%,1128,14.8,11,59,45,8.5,4.8,70.5,0.0
BBrowTi00,1999,Tim Brown,OAK,33,WR,16,16,145.0,90,62.1%,1344,14.9,6,64,47,9.3,5.6,84.0,0.0
BBrowTi00,1998,Tim Brown,OAK,32,WR,16,16,153.0,81,52.9%,1012,12.5,9,52,49,6.6,5.1,63.3,3.0
BBrowTr00,2006,Troy Brown,NWE,35,WR,16,9,75.0,43,57.3%,384,8.9,4,28,23,5.1,2.7,24.0,0.0
BBrowTr00,2005,Troy Brown,NWE,34,,13,3,59.0,39,66.1%,466,11.9,2,25,71,7.9,3.0,35.8,0.0
BBrowTr00,2004,Troy Brown,NWE,33,,12,0,29.0,17,58.6%,184,10.8,1,11,22,6.3,1.4,15.3,1.0
BBrowTr00,2003,Troy Brown,NWE,32,WR,12,10,60.0,40,66.7%,472,11.8,4,18,82,7.9,3.3,39.3,2.0
BBrowTr00,2002,Troy Brown,NWE,31,WR,14,13,141.0,97,68.8%,890,9.2,3,48,38,6.3,6.9,63.6,4.0
BBrowTr00,2001,Troy Brown,NWE,30,WR,16,13,142.0,101,71.1%,1199,11.9,5,60,60,8.4,6.3,74.9,2.0
BBrowTr00,2000,Troy Brown,NWE,29,WR,16,15,119.0,83,69.7%,944,11.4,4,46,44,7.9,5.2,59.0,2.0
BBrowTr00,1999,Troy Brown,NWE,28,,13,1,56.0,36,64.3%,471,13.1,1,23,37,8.4,2.8,36.2,1.0
BBrowTr00,1998,Troy Brown,NWE,27,,10,0,35.0,23,65.7%,346,15.0,1,14,52,9.9,2.3,34.6,0.0
BBrowVi00,2014,Vincent Brown,OAK,25,,7,0,21.0,12,57.1%,118,9.8,0,6,20,5.6,1.7,16.9,0.0
BBrowVi00,2013,Vincent Brown,SDG,24,WR,16,12,70.0,41,58.6%,472,11.5,1,29,51,6.7,2.6,29.5,0.0
BBrowVi00,2011,Vincent Brown,SDG,22,,14,4,40.0,19,47.5%,329,17.3,2,17,31,8.2,1.4,23.5,0.0
BBroyRy00,2014,Ryan Broyles,DET,26,,5,0,5.0,2,40.0%,25,12.5,0,2,21,5.0,0.4,5.0,0.0
BBroyRy00,2013,Ryan Broyles,DET,25,,6,3,14.0,8,57.1%,85,10.6,0,4,22,6.1,1.3,14.2,0.0
BBroyRy00,2012,Ryan Broyles,DET,24,,10,3,32.0,22,68.8%,310,14.1,2,16,40,9.7,2.2,31.0,0.0
BBrucIs00,2009,Isaac Bruce,SFO,37,wr,10,7,49.0,21,42.9%,264,12.6,0,13,50,5.4,2.1,26.4,0.0
BBrucIs00,2008,Isaac Bruce,SFO,36,WR,16,15,108.0,61,56.5%,835,13.7,7,44,63,7.7,3.8,52.2,0.0
BBrucIs00,2007,Isaac Bruce,STL,35,WR,14,12,101.0,55,54.5%,733,13.3,4,36,37,7.3,3.9,52.4,0.0
BBrucIs00,2006,Isaac Bruce,STL,34,WR,16,13,126.0,74,58.7%,1098,14.8,3,54,45,8.7,4.6,68.6,0.0
BBrucIs00,2005,Isaac Bruce,STL,33,WR,11,10,71.0,36,50.7%,525,14.6,3,21,46,7.4,3.3,47.7,0.0
BBrucIs00,2004,Isaac Bruce,STL,32,WR,16,16,148.0,89,60.1%,1292,14.5,6,64,56,8.7,5.6,80.8,5.0
BBrucIs00,2003,Isaac Bruce,STL,31,WR,15,15,119.0,69,58.0%,981,14.2,5,49,41,8.2,4.6,65.4,0.0
BBrucIs00,2002,Isaac Bruce,STL,30,WR,16,16,130.0,79,60.8%,1075,13.6,7,50,34,8.3,4.9,67.2,2.0
BBrucIs00,2001,Isaac Bruce,STL,29,WR,16,16,103.0,64,62.1%,1106,17.3,6,50,51,10.7,4.0,69.1,4.0
BBrucIs00,2000,Isaac Bruce,STL,28,WR,16,16,135.0,87,64.4%,1471,16.9,9,65,78,10.9,5.4,91.9,1.0
BBrucIs00,1999,Isaac Bruce,STL,27,WR,16,16,120.0,77,64.2%,1165,15.1,12,55,60,9.7,4.8,72.8,0.0
BBrucIs00,1998,Isaac Bruce,STL,26,wr,5,5,48.0,32,66.7%,457,14.3,1,20,80,9.5,6.4,91.4,0.0
BBrueMa00,2006,Mark Bruener,HOU,34,,15,4,10.0,9,90.0%,62,6.9,2,4,25,6.2,0.6,4.1,0.0
BBrueMa00,2005,Mark Bruener,HOU,33,TE,16,15,4.0,2,50.0%,22,11.0,0,1,19,5.5,0.1,1.4,0.0
BBrueMa00,2004,Mark Bruener,HOU,32,TE,16,11,10.0,4,40.0%,52,13.0,0,2,27,5.2,0.3,3.3,0.0
BBrueMa00,2003,Mark Bruener,PIT,31,,14,0,6.0,2,33.3%,12,6.0,1,1,11,2.0,0.1,0.9,0.0
BBrueMa00,2002,Mark Bruener,PIT,30,TE,12,12,18.0,13,72.2%,66,5.1,1,4,10,3.7,1.1,5.5,0.0
BBrueMa00,2001,Mark Bruener,PIT,29,TE,9,9,19.0,12,63.2%,98,8.2,0,5,21,5.2,1.3,10.9,0.0
BBrueMa00,2000,Mark Bruener,PIT,28,TE,16,16,34.0,17,50.0%,192,11.3,3,11,30,5.6,1.1,12.0,0.0
BBrueMa00,1999,Mark Bruener,PIT,27,TE,14,14,34.0,18,52.9%,176,9.8,0,6,29,5.2,1.3,12.6,0.0
BBrueMa00,1998,Mark Bruener,PIT,26,TE,16,16,33.0,19,57.6%,157,8.3,2,7,20,4.8,1.2,9.8,0.0
BBryaAn00,2009,Antonio Bryant,TAM,28,WR,13,11,86.0,39,45.3%,600,15.4,4,25,42,7.0,3.0,46.2,0.0
BBryaAn00,2008,Antonio Bryant,TAM,27,WR,16,15,138.0,83,60.1%,1248,15.0,7,58,71,9.0,5.2,78.0,1.0
BBryaAn00,2006,Antonio Bryant,SFO,25,WR,14,13,91.0,40,44.0%,733,18.3,3,29,72,8.1,2.9,52.4,0.0
BBryaAn00,2005,Antonio Bryant,CLE,24,WR,16,15,123.0,69,56.1%,1009,14.6,4,44,54,8.2,4.3,63.1,1.0
BBryaAn00,2004,Antonio Bryant,2TM,23,,15,8,99.0,58,58.6%,812,14.0,4,0,55,8.2,3.9,54.1,1.0
BBryaAn00,2003,Antonio Bryant,DAL,22,wr,16,5,83.0,39,47.0%,550,14.1,2,27,54,6.6,2.4,34.4,0.0
BBryaAn00,2002,Antonio Bryant,DAL,21,WR,16,15,93.0,44,47.3%,733,16.7,6,32,78,7.9,2.8,45.8,3.0
BBryaDe01,2020,Dez Bryant,BAL,32,,2,0,5.0,4,80.0%,28,7.0,0,1,16,5.6,2.0,14.0,0.0
BBryaDe01,2017,Dez Bryant,DAL,29,WR,16,16,132.0,69,52.3%,838,12.1,6,44,50,6.3,4.3,52.4,1.0
BBryaDe01,2016,Dez Bryant,DAL,28,WR,13,13,96.0,50,52.1%,796,15.9,8,38,56,8.3,3.8,61.2,1.0
BBryaDe01,2015,Dez Bryant,DAL,27,WR,9,9,72.0,31,43.1%,401,12.9,3,18,51,5.6,3.4,44.6,0.0
BBryaDe01,2014,Dez Bryant,DAL,26,WR,16,16,136.0,88,64.7%,1320,15.0,16,60,68,9.7,5.5,82.5,1.0
BBryaDe01,2013,Dez Bryant,DAL,25,WR,16,16,159.0,93,58.5%,1233,13.3,13,68,79,7.8,5.8,77.1,3.0
BBryaDe01,2012,Dez Bryant,DAL,24,WR,16,14,138.0,92,66.7%,1382,15.0,12,54,85,10.0,5.8,86.4,5.0
BBryaDe01,2011,Dez Bryant,DAL,23,WR,15,13,103.0,63,61.2%,928,14.7,9,48,50,9.0,4.2,61.9,3.0
BBryaDe01,2010,Dez Bryant,DAL,22,,12,2,73.0,45,61.6%,561,12.5,6,23,46,7.7,3.8,46.8,2.0
BBryaHa00,2020,Harrison Bryant,CLE,22,,11,7,23.0,16,69.6%,164,10.3,3,10,35,7.1,1.5,14.9,2.0
BBryaMa00,2018,Martavis Bryant,OAK,27,,8,2,27.0,19,70.4%,266,14.0,0,10,47,9.9,2.4,33.3,1.0
