playerid,year,playername,team,age,pos,g,gs,tgt,rec,catchpercent,yds,yardsperrec,tds,firstdowns,longgain,yardspertarget,recpergame,yardspergame,fumbles
QQuarAn00,2013,Andrew Quarless,GNB,25,TE,16,10,53.0,32,60.4%,312,9.8,2,18,22,5.9,2.0,19.5,0.0
QQuarAn00,2011,Andrew Quarless,GNB,23,,10,2,4.0,3,75.0%,36,12.0,0,3,21,9.0,0.3,3.6,0.0
QQuarAn00,2010,Andrew Quarless,GNB,22,,13,3,33.0,21,63.6%,238,11.3,1,13,23,7.2,1.6,18.3,1.0
QQuicBr00,2018,Brian Quick,WAS,29,,6,3,3.0,3,100.0%,18,6.0,0,2,6,6.0,0.5,3.0,0.0
QQuicBr00,2017,Brian Quick,WAS,28,,11,1,8.0,6,75.0%,76,12.7,0,5,31,9.5,0.5,6.9,0.0
QQuicBr00,2016,Brian Quick,LAR,27,wr,16,8,77.0,41,53.2%,564,13.8,3,22,65,7.3,2.6,35.3,0.0
QQuicBr00,2015,Brian Quick,STL,26,,13,2,32.0,10,31.3%,102,10.2,0,5,37,3.2,0.8,7.8,0.0
QQuicBr00,2014,Brian Quick,STL,25,wr,7,7,39.0,25,64.1%,375,15.0,3,20,51,9.6,3.6,53.6,0.0
QQuicBr00,2013,Brian Quick,STL,24,wr,16,5,35.0,18,51.4%,302,16.8,2,15,73,8.6,1.1,18.9,0.0
QQuicBr00,2012,Brian Quick,STL,23,,15,1,27.0,11,40.7%,156,14.2,2,6,39,5.8,0.7,10.4,0.0
QQuinTr00,2019,Trey Quinn,WAS,24,wr,12,6,47.0,26,55.3%,198,7.6,1,10,19,4.2,2.2,16.5,1.0
QQuinTr00,2018,Trey Quinn,WAS,23,,3,2,10.0,9,90.0%,75,8.3,1,5,15,7.5,3.0,25.0,0.0
RRackDe00,2001,Derek Rackley,ATL,24,,16,0,1.0,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0.0
RRainBo00,2017,Bobby Rainey,BAL,30,,4,0,7.0,5,71.4%,18,3.6,0,2,12,2.6,1.3,4.5,0.0
RRainBo00,2016,Bobby Rainey,NYG,29,,15,0,25.0,20,80.0%,153,7.7,0,7,24,6.1,1.3,10.2,1.0
RRainBo00,2015,Bobby Rainey,TAM,28,,16,0,3.0,3,100.0%,16,5.3,0,1,8,5.3,0.2,1.0,8.0
RRainBo00,2014,Bobby Rainey,TAM,27,rb,15,5,45.0,33,73.3%,315,9.5,1,13,34,7.0,2.2,21.0,3.0
RRainBo00,2013,Bobby Rainey,2TM,26,,15,6,19.0,15,78.9%,46,3.1,1,0,15,2.4,1.0,3.1,1.0
RRainCh00,2012,Chris Rainey,PIT,24,,16,0,22.0,14,63.6%,60,4.3,0,1,14,2.7,0.9,3.8,4.0
RRambKe00,2002,Ken-Yon Rambo,DAL,24,,16,0,33.0,14,42.4%,211,15.1,0,9,47,6.4,0.9,13.2,3.0
RRambKe00,2001,Ken-Yon Rambo,DAL,23,,13,0,6.0,3,50.0%,28,9.3,0,2,14,4.7,0.2,2.2,0.0
RRandAn00,2010,Antwaan Randle El ,PIT,31,,16,0,39.0,22,56.4%,253,11.5,0,15,34,6.5,1.4,15.8,2.0
RRandAn00,2009,Antwaan Randle El ,WAS,30,,16,3,77.0,50,64.9%,530,10.6,0,33,44,6.9,3.1,33.1,4.0
RRandAn00,2008,Antwaan Randle El ,WAS,29,WR,16,16,87.0,53,60.9%,593,11.2,4,34,31,6.8,3.3,37.1,2.0
RRandAn00,2007,Antwaan Randle El ,WAS,28,WR,15,13,77.0,51,66.2%,728,14.3,1,37,54,9.5,3.4,48.5,3.0
RRandAn00,2006,Antwaan Randle El ,WAS,27,WR,16,16,63.0,32,50.8%,351,11.0,3,20,34,5.6,2.0,21.9,2.0
RRandAn00,2005,Antwaan Randle El ,PIT,26,WR,16,15,69.0,35,50.7%,558,15.9,1,23,63,8.1,2.2,34.9,4.0
RRandAn00,2004,Antwaan Randle El ,PIT,25,wr,16,7,63.0,43,68.3%,601,14.0,3,29,39,9.5,2.7,37.6,5.0
RRandAn00,2003,Antwaan Randle El ,PIT,24,,16,1,56.0,37,66.1%,364,9.8,1,21,32,6.5,2.3,22.8,5.0
RRandAn00,2002,Antwaan Randle El ,PIT,23,,16,0,65.0,47,72.3%,489,10.4,2,22,36,7.5,2.9,30.6,4.0
RRandJo01,2015,Joseph Randle ,DAL,24,rb,6,6,10.0,10,100.0%,86,8.6,0,6,25,8.6,1.7,14.3,1.0
RRandJo01,2014,Joseph Randle ,DAL,23,,16,0,5.0,4,80.0%,23,5.8,0,1,14,4.6,0.3,1.4,2.0
RRandJo01,2013,Joseph Randle ,DAL,22,,13,2,10.0,8,80.0%,61,7.6,0,2,13,6.1,0.6,4.7,0.0
RRandRu00,2015,Rueben Randle ,NYG,24,WR,16,16,90.0,57,63.3%,797,14.0,8,36,72,8.9,3.6,49.8,0.0
RRandRu00,2014,Rueben Randle ,NYG,23,WR,16,13,127.0,71,55.9%,938,13.2,3,48,49,7.4,4.4,58.6,0.0
RRandRu00,2013,Rueben Randle ,NYG,22,,16,3,78.0,41,52.6%,611,14.9,6,28,37,7.8,2.6,38.2,3.0
RRandRu00,2012,Rueben Randle ,NYG,21,,16,1,32.0,19,59.4%,298,15.7,3,13,56,9.3,1.2,18.6,1.0
RRankLo00,2009,Louis Rankin,2TM,24,,9,0,7.0,5,71.4%,33,6.6,0,0,14,4.7,0.6,3.7,1.0
RRasbWa00,2004,Walter Rasby,2TM,32,,10,8,9.0,5,55.6%,52,10.4,0,0,13,5.8,0.5,5.2,0.0
RRasbWa00,2003,Walter Rasby,NOR,31,te,16,7,7.0,6,85.7%,55,9.2,0,3,17,7.9,0.4,3.4,0.0
RRasbWa00,2002,Walter Rasby,WAS,30,TE,13,9,13.0,9,69.2%,85,9.4,0,3,18,6.5,0.7,6.5,0.0
RRasbWa00,2001,Walter Rasby,WAS,29,TE,16,11,27.0,10,37.0%,128,12.8,2,7,27,4.7,0.6,8.0,0.0
RRasbWa00,2000,Walter Rasby,DET,28,te,16,8,15.0,10,66.7%,78,7.8,1,6,17,5.2,0.6,4.9,0.0
RRasbWa00,1999,Walter Rasby,DET,27,te,16,6,5.0,3,60.0%,19,6.3,1,2,13,3.8,0.2,1.2,0.0
RRasbWa00,1998,Walter Rasby,DET,26,TE,16,16,26.0,15,57.7%,119,7.9,1,7,17,4.6,0.9,7.4,0.0
RRatlDa00,2020,Damion Ratley,NYG,25,,5,0,10.0,4,40.0%,63,15.8,0,2,29,6.3,0.8,12.6,1.0
RRatlDa00,2019,Damion Ratley,CLE,24,,13,3,24.0,12,50.0%,200,16.7,1,11,46,8.3,0.9,15.4,0.0
RRatlDa00,2018,Damion Ratley,CLE,23,,13,3,20.0,13,65.0%,144,11.1,0,5,27,7.2,1.0,11.1,0.0
RRawlTh00,2017,Thomas Rawls,SEA,24,,12,3,13.0,9,69.2%,94,10.4,0,4,22,7.2,0.8,7.8,1.0
RRawlTh00,2016,Thomas Rawls,SEA,23,rb,9,7,17.0,13,76.5%,96,7.4,0,4,20,5.6,1.4,10.7,0.0
RRawlTh00,2015,Thomas Rawls,SEA,22,RB,13,7,11.0,9,81.8%,76,8.4,1,2,31,6.9,0.7,5.8,1.0
RRaymKa00,2020,Kalif Raymond,TEN,26,,11,3,13.0,9,69.2%,187,20.8,0,7,61,14.4,0.8,17.0,0.0
RRaymKa00,2019,Kalif Raymond,TEN,25,,8,1,12.0,9,75.0%,170,18.9,1,6,52,14.2,1.1,21.3,1.0
RReadJa00,2001,Jamie Reader,PHI,27,,16,0,5.0,2,40.0%,14,7.0,0,1,11,2.8,0.1,0.9,0.0
RReagJa00,2020,Jalen Reagor ,PHI,21,,6,6,33.0,19,57.6%,222,11.7,1,11,55,6.7,3.2,37.0,1.0
RReavDa00,2014,Darrin Reaves,CAR,21,,6,1,8.0,5,62.5%,31,6.2,0,1,16,3.9,0.8,5.2,0.0
RReddSi00,2014,Silas Redd,WAS,22,,15,0,10.0,8,80.0%,107,13.4,0,5,37,10.7,0.5,7.1,1.0
RRedmIs20,2013,Isaac Redman,PIT,29,,3,1,5.0,4,80.0%,14,3.5,0,1,7,2.8,1.3,4.7,1.0
RRedmIs20,2012,Isaac Redman,PIT,28,rb,14,5,23.0,19,82.6%,244,12.8,0,10,55,10.6,1.4,17.4,3.0
RRedmIs20,2011,Isaac Redman,PIT,27,,16,1,22.0,18,81.8%,78,4.3,0,6,12,3.5,1.1,4.9,2.0
RRedmIs20,2010,Isaac Redman,PIT,26,,16,0,10.0,9,90.0%,72,8.0,2,3,16,7.2,0.6,4.5,2.0
RRedmJ.00,2004,J.R. Redmond,OAK,27,,16,1,50.0,32,64.0%,233,7.3,0,7,22,4.7,2.0,14.6,2.0
RRedmJ.00,2002,J.R. Redmond,NWE,25,,9,0,3.0,2,66.7%,5,2.5,0,0,3,1.7,0.2,0.6,0.0
RRedmJ.00,2001,J.R. Redmond,NWE,24,,12,0,21.0,13,61.9%,132,10.2,0,6,17,6.3,1.1,11.0,0.0
RRedmJ.00,2000,J.R. Redmond,NWE,23,rb,12,5,29.0,20,69.0%,126,6.3,2,5,20,4.3,1.7,10.5,2.0
RRedmJi00,2003,Jimmy Redmond,JAX,26,,12,0,7.0,3,42.9%,67,22.3,0,3,29,9.6,0.3,5.6,0.0
RReecMa00,2016,Marcel Reece ,SEA,31,,4,0,5.0,5,100.0%,73,14.6,0,2,31,14.6,1.3,18.3,0.0
RReecMa00,2015,Marcel Reece ,OAK,30,RB,15,7,37.0,30,81.1%,269,9.0,3,12,55,7.3,2.0,17.9,0.0
RReecMa00,2014,Marcel Reece ,OAK,29,RB,15,15,59.0,37,62.7%,265,7.2,1,12,19,4.5,2.5,17.7,1.0
RReecMa00,2013,Marcel Reece ,OAK,28,RB,16,15,54.0,32,59.3%,331,10.3,2,12,45,6.1,2.0,20.7,0.0
RReecMa00,2012,Marcel Reece ,OAK,27,RB,16,14,73.0,52,71.2%,496,9.5,1,23,56,6.8,3.3,31.0,2.0
RReecMa00,2011,Marcel Reece ,OAK,26,fb,12,6,36.0,27,75.0%,301,11.1,2,13,47,8.4,2.3,25.1,1.0
RReecMa00,2010,Marcel Reece ,OAK,25,FB,16,10,43.0,25,58.1%,333,13.3,3,12,73,7.7,1.6,20.8,1.0
RReecMa00,2009,Marcel Reece ,OAK,24,,2,0,4.0,2,50.0%,20,10.0,0,1,11,5.0,1.0,10.0,0.0
RReedAn00,2000,Andre Reed,WAS,36,,13,0,18.0,10,55.6%,103,10.3,1,8,21,5.7,0.8,7.9,0.0
RReedAn00,1999,Andre Reed,BUF,35,WR,16,16,90.0,52,57.8%,536,10.3,1,31,30,6.0,3.3,33.5,0.0
RReedAn00,1998,Andre Reed,BUF,34,WR,15,13,109.0,63,57.8%,795,12.6,5,49,67,7.3,4.2,53.0,0.0
RReedBe01,2017,Bernard Reedy,2TM,26,,11,0,2.0,2,100.0%,21,10.5,0,0,15,10.5,0.2,1.9,1.0
RReedDa00,2012,David Reed,BAL,25,,5,0,6.0,5,83.3%,66,13.2,0,2,23,11.0,1.0,13.2,0.0
RReedJa00,2002,Jake Reed,NOR,35,,14,2,47.0,21,44.7%,360,17.1,3,16,54,7.7,1.5,25.7,1.0
RReedJa00,2001,Jake Reed,MIN,34,,16,0,53.0,27,50.9%,309,11.4,1,15,27,5.8,1.7,19.3,0.0
RReedJa00,2000,Jake Reed,NOR,33,wr,7,6,31.0,16,51.6%,206,12.9,0,12,22,6.6,2.3,29.4,0.0
RReedJa00,1999,Jake Reed,MIN,32,WR,16,8,78.0,44,56.4%,643,14.6,2,27,50,8.2,2.8,40.2,0.0
RReedJa00,1998,Jake Reed,MIN,31,WR,11,11,68.0,34,50.0%,474,13.9,4,21,56,7.0,3.1,43.1,0.0
RReedJo01,2009,Josh Reed,BUF,29,,14,4,45.0,27,60.0%,291,10.8,1,18,29,6.5,1.9,20.8,3.0
RReedJo01,2008,Josh Reed,BUF,28,WR,13,13,80.0,56,70.0%,597,10.7,1,36,24,7.5,4.3,45.9,0.0
RReedJo01,2007,Josh Reed,BUF,27,WR,15,9,88.0,51,58.0%,578,11.3,0,32,30,6.6,3.4,38.5,0.0
RReedJo01,2006,Josh Reed,BUF,26,,13,1,48.0,34,70.8%,410,12.1,2,21,52,8.5,2.6,31.5,0.0
RReedJo01,2005,Josh Reed,BUF,25,wr,16,6,53.0,32,60.4%,449,14.0,2,20,51,8.5,2.0,28.1,0.0
RReedJo01,2004,Josh Reed,BUF,24,,12,1,36.0,16,44.4%,153,9.6,0,8,20,4.3,1.3,12.8,0.0
RReedJo01,2003,Josh Reed,BUF,23,WR,16,16,104.0,58,55.8%,588,10.1,2,33,26,5.7,3.6,36.8,1.0
RReedJo01,2002,Josh Reed,BUF,22,,16,2,59.0,37,62.7%,509,13.8,2,23,42,8.6,2.3,31.8,1.0
RReedJo02,2020,Jordan Reed,SFO,30,,6,0,30.0,19,63.3%,168,8.8,2,11,26,5.6,3.2,28.0,0.0
RReedJo02,2018,Jordan Reed,WAS,28,TE,13,8,84.0,54,64.3%,558,10.3,2,26,34,6.6,4.2,42.9,1.0
RReedJo02,2017,Jordan Reed,WAS,27,te,6,5,35.0,27,77.1%,211,7.8,2,10,20,6.0,4.5,35.2,1.0
RReedJo02,2016,Jordan Reed,WAS,26,TE,12,8,89.0,66,74.2%,686,10.4,6,41,33,7.7,5.5,57.2,1.0
RReedJo02,2015,Jordan Reed,WAS,25,TE,14,8,114.0,87,76.3%,952,10.9,11,54,32,8.4,6.2,68.0,3.0
RReedJo02,2014,Jordan Reed,WAS,24,te,11,2,65.0,50,76.9%,465,9.3,0,23,30,7.2,4.5,42.3,1.0
RReedJo02,2013,Jordan Reed,WAS,23,,9,4,59.0,45,76.3%,499,11.1,3,30,38,8.5,5.0,55.4,0.0
RReedRo00,1999,Robert Reed,SDG,24,,3,0,1.0,1,100.0%,1,1.0,0,0,1,1.0,0.3,0.3,1.0
RReidGa00,2006,Gabe Reid,CHI,29,,13,1,10.0,4,40.0%,37,9.3,0,2,19,3.7,0.3,2.8,0.0
RReidGa00,2005,Gabe Reid,CHI,28,,16,3,6.0,3,50.0%,20,6.7,0,2,10,3.3,0.2,1.3,0.0
RReidWi00,2007,Willie Reid,PIT,25,,6,0,6.0,4,66.7%,54,13.5,0,2,25,9.0,0.7,9.0,1.0
RReisAl00,2013,Allen Reisner,JAX,25,,5,3,9.0,5,55.6%,40,8.0,0,1,16,4.4,1.0,8.0,0.0
RRenfHu00,2020,Hunter Renfrow,LVR,25,,11,4,50.0,38,76.0%,509,13.4,2,22,53,10.2,3.5,46.3,1.0
RRenfHu00,2019,Hunter Renfrow,OAK,24,,13,4,71.0,49,69.0%,605,12.3,4,30,65,8.5,3.8,46.5,1.0
RReulKo00,2012,Konrad Reuland ,NYJ,25,,16,3,16.0,11,68.8%,83,7.5,0,6,18,5.2,0.7,5.2,0.0
RReynDa00,2012,Darius Reynaud,TEN,28,,16,0,10.0,5,50.0%,35,7.0,0,4,9,3.5,0.3,2.2,1.0
RReynJo00,2020,Josh Reynolds,LAR,25,,11,9,60.0,38,63.3%,488,12.8,2,25,40,8.1,3.5,44.4,2.0
RReynJo00,2019,Josh Reynolds,LAR,24,,16,2,43.0,21,48.8%,326,15.5,1,15,31,7.6,1.3,20.4,0.0
RReynJo00,2018,Josh Reynolds,LAR,23,wr,16,8,53.0,29,54.7%,402,13.9,5,29,33,7.6,1.8,25.1,0.0
RReynJo00,2017,Josh Reynolds,LAR,22,,16,1,24.0,11,45.8%,104,9.5,1,8,28,4.3,0.7,6.5,0.0
RRhetEr00,2000,Errict Rhett,CLE,30,,5,4,19.0,14,73.7%,78,5.6,0,1,16,4.1,2.8,15.6,0.0
RRhetEr00,1999,Errict Rhett,BAL,29,RB,16,10,32.0,24,75.0%,169,7.0,2,7,20,5.3,1.5,10.6,0.0
RRhetEr00,1998,Errict Rhett,BAL,28,,13,2,14.0,11,78.6%,65,5.9,0,2,16,4.6,0.8,5.0,0.0
RRhodDo00,2008,Dominic Rhodes,IND,29,rb,15,4,59.0,45,76.3%,302,6.7,3,15,29,5.1,3.0,20.1,0.0
RRhodDo00,2007,Dominic Rhodes,OAK,28,,10,2,18.0,11,61.1%,70,6.4,0,1,17,3.9,1.1,7.0,2.0
RRhodDo00,2006,Dominic Rhodes,IND,27,RB,16,16,47.0,36,76.6%,251,7.0,0,9,27,5.3,2.3,15.7,3.0
RRhodDo00,2005,Dominic Rhodes,IND,26,,13,1,16.0,12,75.0%,88,7.3,0,2,15,5.5,0.9,6.8,2.0
RRhodDo00,2004,Dominic Rhodes,IND,25,,16,0,4.0,2,50.0%,24,12.0,0,1,20,6.0,0.1,1.5,2.0
RRhodDo00,2003,Dominic Rhodes,IND,24,,11,0,7.0,6,85.7%,62,10.3,1,3,27,8.9,0.5,5.6,0.0
RRhodDo00,2001,Dominic Rhodes,IND,22,RB,15,10,55.0,34,61.8%,224,6.6,0,13,19,4.1,2.3,14.9,6.0
RRicaAl00,2005,Alan Ricard,BAL,28,,2,2,3.0,2,66.7%,18,9.0,0,1,11,6.0,1.0,9.0,0.0
RRicaAl00,2004,Alan Ricard,BAL,27,FB,16,9,14.0,11,78.6%,39,3.5,0,3,8,2.8,0.7,2.4,0.0
RRicaAl00,2003,Alan Ricard,BAL,26,FB,16,13,15.0,9,60.0%,62,6.9,0,4,15,4.1,0.6,3.9,0.0
RRicaAl00,2002,Alan Ricard,BAL,25,FB,16,8,14.0,10,71.4%,60,6.0,0,3,17,4.3,0.6,3.8,0.0
RRicaPa00,2020,Patrick Ricard,BAL,26,,10,5,7.0,5,71.4%,24,4.8,1,2,9,3.4,0.5,2.4,1.0
RRicaPa00,2019,Patrick Ricard,BAL,25,FB,16,7,11.0,8,72.7%,47,5.9,1,3,10,4.3,0.5,2.9,0.0
RRicaPa00,2017,Patrick Ricard,BAL,23,,16,0,4.0,4,100.0%,12,3.0,2,2,6,3.0,0.3,0.8,0.0
RRiceJe00,2004,Jerry Rice ,2TM,42,,17,14,64.0,30,46.9%,429,14.3,3,0,56,6.7,1.8,25.2,0.0
RRiceJe00,2003,Jerry Rice ,OAK,41,WR,16,15,124.0,63,50.8%,869,13.8,2,44,47,7.0,3.9,54.3,2.0
RRiceJe00,2002,Jerry Rice ,OAK,40,WR,16,16,150.0,92,61.3%,1211,13.2,7,59,75,8.1,5.8,75.7,1.0
RRiceJe00,2001,Jerry Rice ,OAK,39,WR,16,15,125.0,83,66.4%,1139,13.7,9,62,40,9.1,5.2,71.2,1.0
RRiceJe00,2000,Jerry Rice ,SFO,38,WR,16,16,122.0,75,61.5%,805,10.7,7,49,68,6.6,4.7,50.3,3.0
RRiceJe00,1999,Jerry Rice ,SFO,37,WR,16,16,124.0,67,54.0%,830,12.4,5,41,62,6.7,4.2,51.9,0.0
RRiceJe00,1998,Jerry Rice ,SFO,36,WR,16,16,151.0,82,54.3%,1157,14.1,9,57,75,7.7,5.1,72.3,2.0
RRiceRa00,2013,Ray Rice,BAL,26,RB,15,15,72.0,58,80.6%,321,5.5,0,13,22,4.5,3.9,21.4,2.0
RRiceRa00,2012,Ray Rice,BAL,25,RB,16,16,83.0,61,73.5%,478,7.8,1,24,43,5.8,3.8,29.9,1.0
RRiceRa00,2011,Ray Rice,BAL,24,RB,16,16,104.0,76,73.1%,704,9.3,3,30,52,6.8,4.8,44.0,2.0
RRiceRa00,2010,Ray Rice,BAL,23,RB,16,14,83.0,63,75.9%,556,8.8,1,23,34,6.7,3.9,34.8,0.0
RRiceRa00,2009,Ray Rice,BAL,22,RB,16,15,101.0,78,77.2%,702,9.0,1,27,63,7.0,4.9,43.9,3.0
RRiceRa00,2008,Ray Rice,BAL,21,,13,4,43.0,33,76.7%,273,8.3,0,12,40,6.3,2.5,21.0,1.0
RRiceSi01,2013,Sidney Rice,SEA,27,wr,8,6,35.0,15,42.9%,231,15.4,3,11,31,6.6,1.9,28.9,1.0
RRiceSi01,2012,Sidney Rice,SEA,26,WR,16,16,82.0,50,61.0%,748,15.0,7,38,46,9.1,3.1,46.8,0.0
RRiceSi01,2011,Sidney Rice,SEA,25,WR,9,9,57.0,32,56.1%,484,15.1,2,19,52,8.5,3.6,53.8,1.0
RRiceSi01,2010,Sidney Rice,MIN,24,wr,6,5,42.0,17,40.5%,280,16.5,2,14,46,6.7,2.8,46.7,0.0
RRiceSi01,2009,Sidney Rice,MIN,23,WR,16,14,121.0,83,68.6%,1312,15.8,8,60,63,10.8,5.2,82.0,1.0
RRiceSi01,2008,Sidney Rice,MIN,22,,13,3,31.0,15,48.4%,141,9.4,4,12,23,4.5,1.2,10.8,0.0
RRiceSi01,2007,Sidney Rice,MIN,21,,13,4,53.0,31,58.5%,396,12.8,4,25,60,7.5,2.4,30.5,0.0
RRichDa00,2013,Daryl Richardson ,STL,23,,8,3,18.0,14,77.8%,121,8.6,0,3,19,6.7,1.8,15.1,0.0
RRichDa00,2012,Daryl Richardson ,STL,22,,16,0,36.0,24,66.7%,163,6.8,0,7,26,4.5,1.5,10.2,3.0
RRichJa01,2020,Jalen Richard,LVR,27,,9,0,15.0,12,80.0%,90,7.5,0,3,19,6.0,1.3,10.0,0.0
RRichJa01,2019,Jalen Richard,OAK,26,,16,0,43.0,36,83.7%,323,9.0,0,15,33,7.5,2.3,20.2,2.0
RRichJa01,2018,Jalen Richard,OAK,25,,16,1,81.0,68,84.0%,607,8.9,0,23,32,7.5,4.3,37.9,3.0
RRichJa01,2017,Jalen Richard,OAK,24,,16,1,36.0,27,75.0%,256,9.5,1,13,39,7.1,1.7,16.0,8.0
RRichJa01,2016,Jalen Richard,OAK,23,,16,0,39.0,29,74.4%,194,6.7,2,8,29,5.0,1.8,12.1,0.0
RRichPa01,2019,Paul Richardson ,WAS,27,WR/wr,10,6,42.0,28,66.7%,245,8.8,2,13,22,5.8,2.8,24.5,0.0
RRichPa01,2018,Paul Richardson ,WAS,26,,7,4,35.0,20,57.1%,262,13.1,2,12,46,7.5,2.9,37.4,0.0
RRichPa01,2017,Paul Richardson ,SEA,25,WR,16,13,80.0,44,55.0%,703,16.0,6,34,61,8.8,2.8,43.9,0.0
RRichPa01,2016,Paul Richardson ,SEA,24,,15,0,36.0,21,58.3%,288,13.7,1,17,39,8.0,1.4,19.2,0.0
RRichPa01,2014,Paul Richardson ,SEA,22,WR,15,6,44.0,29,65.9%,271,9.3,1,16,32,6.2,1.9,18.1,1.0
RRichTo00,2010,Tony Richardson ,NYJ,39,FB,16,10,5.0,5,100.0%,31,6.2,0,1,14,6.2,0.3,1.9,0.0
RRichTo00,2009,Tony Richardson ,NYJ,38,FB,16,10,5.0,3,60.0%,10,3.3,0,0,5,2.0,0.2,0.6,0.0
RRichTo00,2007,Tony Richardson ,MIN,36,,14,3,16.0,11,68.8%,89,8.1,0,4,12,5.6,0.8,6.4,0.0
RRichTo00,2006,Tony Richardson ,MIN,35,FB,9,7,14.0,13,92.9%,111,8.5,0,8,25,7.9,1.4,12.3,0.0
RRichTo00,2005,Tony Richardson ,KAN,34,FB,16,16,16.0,9,56.3%,68,7.6,1,3,22,4.3,0.6,4.3,0.0
RRichTo00,2004,Tony Richardson ,KAN,33,FB,16,16,26.0,19,73.1%,118,6.2,0,4,22,4.5,1.2,7.4,0.0
RRichTo00,2003,Tony Richardson ,KAN,32,FB,16,10,16.0,12,75.0%,76,6.3,0,3,14,4.8,0.8,4.8,0.0
RRichTo00,2002,Tony Richardson ,KAN,31,FB,14,12,23.0,18,78.3%,125,6.9,1,6,23,5.4,1.3,8.9,1.0
RRichTo00,2001,Tony Richardson ,KAN,30,FB,14,8,40.0,30,75.0%,265,8.8,0,12,47,6.6,2.1,18.9,0.0
RRichTo00,2000,Tony Richardson ,KAN,29,FB,16,16,75.0,58,77.3%,468,8.1,3,19,24,6.2,3.6,29.3,3.0
RRichTo00,1999,Tony Richardson ,KAN,28,FB,16,16,28.0,24,85.7%,141,5.9,0,4,29,5.0,1.5,8.8,1.0
RRichTo00,1998,Tony Richardson ,KAN,27,,14,1,3.0,2,66.7%,13,6.5,0,0,15,4.3,0.1,0.9,0.0
RRichTr00,2014,Trent Richardson ,IND,24,RB,15,12,34.0,27,79.4%,229,8.5,0,9,24,6.7,1.8,15.3,2.0
RRichTr00,2013,Trent Richardson ,2TM,23,,16,10,52.0,35,67.3%,316,9.0,1,0,24,6.1,2.2,19.8,3.0
RRichTr00,2012,Trent Richardson ,CLE,22,RB,15,15,70.0,51,72.9%,367,7.2,1,18,27,5.2,3.4,24.5,3.0
RRickMi00,2003,Mikhael Ricks,DET,29,te,16,6,61.0,37,60.7%,434,11.7,2,24,38,7.1,2.3,27.1,0.0
RRickMi00,2002,Mikhael Ricks,DET,28,TE,14,12,68.0,27,39.7%,339,12.6,3,16,49,5.0,1.9,24.2,0.0
RRickMi00,2001,Mikhael Ricks,KAN,27,,16,0,30.0,18,60.0%,252,14.0,1,12,40,8.4,1.1,15.8,0.0
RRickMi00,2000,Mikhael Ricks,2TM,26,,4,1,9.0,3,33.3%,35,11.7,0,0,23,3.9,0.8,8.8,0.0
RRickMi00,1999,Mikhael Ricks,SDG,25,WR,16,15,74.0,40,54.1%,429,10.7,0,24,50,5.8,2.5,26.8,0.0
RRickMi00,1998,Mikhael Ricks,SDG,24,wr,16,9,85.0,30,35.3%,450,15.0,2,21,39,5.3,1.9,28.1,1.0
RRiddTh00,2018,Theo Riddick,DET,27,,14,3,74.0,61,82.4%,384,6.3,0,16,20,5.2,4.4,27.4,0.0
RRiddTh00,2017,Theo Riddick,DET,26,rb,16,5,71.0,53,74.6%,444,8.4,2,20,63,6.3,3.3,27.8,1.0
RRiddTh00,2016,Theo Riddick,DET,25,RB,10,8,67.0,53,79.1%,371,7.0,5,20,23,5.5,5.3,37.1,0.0
RRiddTh00,2015,Theo Riddick,DET,24,rb,16,1,99.0,80,80.8%,697,8.7,3,32,34,7.0,5.0,43.6,1.0
RRiddTh00,2014,Theo Riddick,DET,23,,14,2,50.0,34,68.0%,316,9.3,4,14,41,6.3,2.4,22.6,0.0
RRiddTh00,2013,Theo Riddick,DET,22,,14,0,8.0,4,50.0%,26,6.5,0,1,8,3.3,0.3,1.9,0.0
RRidgDa00,2005,Dante Ridgeway,NYJ,21,,8,0,3.0,2,66.7%,26,13.0,0,0,17,8.7,0.3,3.3,0.0
RRidlCa00,2020,Calvin Ridley,ATL,26,,10,10,86.0,54,62.8%,797,14.8,7,41,63,9.3,5.4,79.7,0.0
RRidlCa00,2019,Calvin Ridley,ATL,25,WR,13,10,93.0,63,67.7%,866,13.7,7,47,36,9.3,4.8,66.6,0.0
RRidlCa00,2018,Calvin Ridley,ATL,24,wr,16,5,92.0,64,69.6%,821,12.8,10,39,75,8.9,4.0,51.3,2.0
RRidlRi00,2020,Riley Ridley,CHI,24,,3,1,4.0,4,100.0%,39,9.8,0,3,18,9.8,1.3,13.0,0.0
RRidlRi00,2019,Riley Ridley,CHI,23,,5,0,7.0,6,85.7%,69,11.5,0,4,32,9.9,1.2,13.8,0.0
RRidlSt00,2018,Stevan Ridley,PIT,29,,10,0,4.0,3,75.0%,18,6.0,0,1,10,4.5,0.3,1.8,2.0
RRidlSt00,2015,Stevan Ridley,NYJ,26,,8,1,5.0,4,80.0%,-2,-0.5,0,0,3,-0.4,0.5,-0.3,0.0
RRidlSt00,2014,Stevan Ridley,NWE,25,rb,6,5,5.0,4,80.0%,20,5.0,0,0,7,4.0,0.7,3.3,0.0
RRidlSt00,2013,Stevan Ridley,NWE,24,rb,14,6,12.0,10,83.3%,62,6.2,0,2,24,5.2,0.7,4.4,4.0
